hamming_distance,strict_threshold_match,split_pair,class_name,path_a,path_b,leaf_id_a,leaf_id_b,involves_unmapped_leaf
5,False,test--train,Soybean___healthy,train\Soybean___healthy\477d1d19-3148-4166-b1b7-67ac1ad5aa2c___RS_HL 6372.JPG,train\Soybean___healthy\1bc8190f-f190-425b-8d15-5ec58c2991fc___RS_HL 6904.JPG,Soybean___healthy:::409.0,Soybean___healthy:::455.0,False
5,False,test--train,Soybean___healthy,train\Soybean___healthy\58340050-1669-4284-ab1a-dd8f77383d25___RS_HL 5211.JPG,val\Soybean___healthy\8e1d33cf-3bfc-4d9c-8768-8e0e82de2934___RS_HL 5165.JPG,Soybean___healthy:::279.0,Soybean___healthy:::274.0,False
5,False,test--train,Soybean___healthy,train\Soybean___healthy\8c01ceab-28ce-4b5c-bb2e-c779217d525f___RS_HL 3688.JPG,train\Soybean___healthy\b2f0f3c4-ade2-4ed0-a7fe-ebd963ad97a8___RS_HL 3866.JPG,Soybean___healthy:::104.0,Soybean___healthy:::124.0,False
5,False,test--train,Soybean___healthy,train\Soybean___healthy\bf504b90-74d7-4ee9-ba07-dc184b1308ec___RS_HL 5261.JPG,train\Soybean___healthy\206b64a5-d47f-4ef9-ac4e-b9bf8932c075___RS_HL 5098.JPG,Soybean___healthy:::285.0,Soybean___healthy:::266.0,False
5,False,test--train,Soybean___healthy,train\Soybean___healthy\dfdb9d31-68a9-4ca0-92e9-cdfe615831fd___RS_HL 5914.JPG,val\Soybean___healthy\7b2bb24b-70fc-40fe-92f1-993a2484727b___RS_HL 5839.JPG,Soybean___healthy:::371.0,Soybean___healthy:::368.0,False
5,False,test--train,Soybean___healthy,train\Soybean___healthy\e14821dc-642e-4e93-ac9b-a79de4a011ea___RS_HL 7010.JPG,train\Soybean___healthy\fb7e29e1-7b58-496e-9f33-e0e48411a95b___RS_HL 6791.JPG,Soybean___healthy:::463.0,Soybean___healthy:::447.0,False
5,False,test--train,Soybean___healthy,train\Soybean___healthy\e9daa68b-bb9d-4bfd-8e97-fd0f39e94939___RS_HL 4837.JPG,val\Soybean___healthy\95bf2338-1340-47c0-8327-458953933f89___RS_HL 7211.JPG,Soybean___healthy:::238.0,Soybean___healthy:::480.0,False
5,False,test--train,Soybean___healthy,train\Soybean___healthy\f0ff50ed-8dd1-4b17-903c-9d7840b054cb___RS_HL 3490.JPG,train\Soybean___healthy\e3857933-e537-4a7d-8bcc-bdcc9bcad188___RS_HL 4564.JPG,Soybean___healthy:::86.0,Soybean___healthy:::208.0,False
5,False,test--train,Soybean___healthy,train\Soybean___healthy\fa3719b4-87d2-46db-9166-9869eaf1bb6f___RS_HL 3448.JPG,val\Soybean___healthy\7f232e47-92fb-46fd-976e-867571498501___RS_HL 4385.JPG,Soybean___healthy:::82.0,Soybean___healthy:::188.0,False
5,False,test--train,Soybean___healthy,val\Soybean___healthy\195a459a-908a-44df-b0c2-8d1842e5882b___RS_HL 5475.JPG,train\Soybean___healthy\fbd3c90b-6714-4bb4-8aad-a21f681dbd10___RS_HL 3732.JPG,Soybean___healthy:::310.0,Soybean___healthy:::109.0,False
5,False,test--train,Soybean___healthy,val\Soybean___healthy\348b7a27-4f5f-4153-96e5-086fa43f0ae3___RS_HL 4041.JPG,train\Soybean___healthy\12bdeb55-f1c1-459e-a151-e470212afdb7___RS_HL 3400.JPG,Soybean___healthy:::144.0,Soybean___healthy:::77.0,False
5,False,test--train,Tomato___Bacterial_spot,train\Tomato___Bacterial_spot\25a52867-003f-4390-a80d-03c63c038e9a___UF.GRC_BS_Lab Leaf 0341.JPG,train\Tomato___Bacterial_spot\f1cc12b3-3116-4b31-81fc-6383303f84ae___UF.GRC_BS_Lab Leaf 0352.JPG,Tomato___Bacterial_spot:::454.0,Tomato___Bacterial_spot:::455.0,False
5,False,test--train,Tomato___Bacterial_spot,train\Tomato___Bacterial_spot\67da0ec7-c06a-4d27-af36-17b4a1630830___GCREC_Bact.Sp 5619.JPG,val\Tomato___Bacterial_spot\2d135819-8bf4-4d5a-a503-c184ed800d0c___GCREC_Bact.Sp 6015.JPG,Tomato___Bacterial_spot:::248.0,Tomato___Bacterial_spot:::346.0,False
5,False,test--train,Tomato___Bacterial_spot,train\Tomato___Bacterial_spot\855bbef5-e9fc-4c0c-b3cc-d9321fa9596e___GCREC_Bact.Sp 5947.JPG,train\Tomato___Bacterial_spot\d78cf219-53eb-4269-830d-e1822caa8fdd___GCREC_Bact.Sp 5755.JPG,Tomato___Bacterial_spot:::329.0,Tomato___Bacterial_spot:::282.0,False
5,False,test--train,Tomato___Late_blight,train\Tomato___Late_blight\e2f784ec-10de-4556-8dea-47c9d2c4e791___GHLB2 Leaf 147.2.JPG,val\Tomato___Late_blight\65576adf-cef4-4f1a-8b7c-881e8729bdbf___GHLB2 Leaf 147.JPG,,,True
5,False,test--train,Tomato___Late_blight,train\Tomato___Late_blight\e980207c-6e67-4caf-8973-7128ca2a1c12___GHLB2 Leaf 8876.JPG,train\Tomato___Late_blight\0db85707-41f9-42df-ba3b-842d14f00a68___GHLB2 Leaf 8909.JPG,,,True
5,False,test--train,Tomato___Late_blight,val\Tomato___Late_blight\8130621c-8ff8-4fd9-bd54-765491adc31f___GHLB2 Leaf 8822.JPG,train\Tomato___Late_blight\b4aa6858-29d7-4ff7-9225-e5f003ce8566___GHLB2 Leaf 8856.JPG,,,True
5,False,test--train,Tomato___Spider_mites Two-spotted_spider_mite,train\Tomato___Spider_mites Two-spotted_spider_mite\81694ba2-5158-48aa-8b54-80ab5cae801c___Com.G_SpM_FL 9308.JPG,train\Tomato___Spider_mites Two-spotted_spider_mite\4daec425-746f-4816-8bd2-dec04d3292ad___Com.G_SpM_FL 9438.JPG,Tomato___Spider_mites Two-spotted_spider_mite:::333.0,Tomato___Spider_mites Two-spotted_spider_mite:::365.0,False
5,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\06718520-1ddc-40e0-ada1-37910bc41e36___UF.GRC_YLCV_Lab 01534.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e5777f61-ddb7-4acb-bd53-0ca82ba5ab52___UF.GRC_YLCV_Lab 01536.JPG,,,True
5,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0b0791c1-7f59-4e84-a59c-ec2fb1934d00___YLCV_GCREC 2804.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\58fdcd9d-1c01-4689-88a3-e307ef358f34___YLCV_GCREC 2852.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus:::227.0,Tomato___Tomato_Yellow_Leaf_Curl_Virus:::239.0,False
5,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5f2cfdd5-f41d-47b4-99ea-520a20c2e9b6___UF.GRC_YLCV_Lab 01491.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d0631a5a-5206-4544-96eb-eddcf6d9be5a___UF.GRC_YLCV_Lab 01490.JPG,,,True
5,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7c215f7a-4aaf-4461-a727-7e4777daa562___UF.GRC_YLCV_Lab 01624.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c2e89c8f-a64a-4396-aec9-da55a1a6f98d___UF.GRC_YLCV_Lab 01631.JPG,,,True
5,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c3818768-459d-489f-a415-89bb66f8111a___YLCV_GCREC 2239.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\22c0cc7e-1468-4c3c-9069-384017441735___YLCV_GCREC 5441.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus:::86.0,Tomato___Tomato_Yellow_Leaf_Curl_Virus:::343.0,False
5,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\daa12c06-0ef9-4749-83b7-729c840d35a7___UF.GRC_YLCV_Lab 02800.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d0a48fe1-d49b-4931-8d3f-ae2a6b28733f___UF.GRC_YLCV_Lab 02807.JPG,,,True
5,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f17082e1-7ca3-443e-bc0e-e1b8133d9acd___UF.GRC_YLCV_Lab 02835.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e7c80ace-56b0-4579-bec9-8fc7c0682fec___UF.GRC_YLCV_Lab 02834.JPG,,,True
5,False,test--train,Tomato___Tomato_Yellow_Leaf_Curl_Virus,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c7328a1e-ca49-4576-b106-0efe6a5409a6___UF.GRC_YLCV_Lab 02617.JPG,val\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a27029a9-c2c5-4e04-b25e-ef96524d6c35___UF.GRC_YLCV_Lab 02618.JPG,,,True
5,False,test--train,Tomato___healthy,train\Tomato___healthy\d442075f-73bb-47a0-9545-9b36bca9300b___GH_HL Leaf 210.JPG,train\Tomato___healthy\ca4e96c1-9bf0-49fb-804f-c895905c0584___GH_HL Leaf 210.2.JPG,,,True
5,False,test--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\43a17ced-e9e8-459d-9bc3-65e8fafa75c0___CREC_HLB 3935.JPG,train\Orange___Haunglongbing_(Citrus_greening)\fdcf6e05-d8af-4762-b869-cc54b59aa0d8___CREC_HLB 6697.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_18.0,Orange___Haunglongbing_(Citrus_greening):::OCT_535.0,False
5,False,test--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\4aec599c-51a0-4bb7-9c78-dce9678ba254___CREC_HLB 7333.JPG,train\Orange___Haunglongbing_(Citrus_greening)\d05e61f3-b394-487f-8551-48e4b7c558f6___CREC_HLB 5716.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_694.0,Orange___Haunglongbing_(Citrus_greening):::OCT_460.0,False
5,False,test--validation,Peach___Bacterial_spot,train\Peach___Bacterial_spot\b80f4d3e-e0a5-4e81-b50d-8728c8228b00___Rut._Bact.S 0782.JPG,train\Peach___Bacterial_spot\053914f3-00a3-4436-9edc-1daba6750d22___Rut._Bact.S 0827.JPG,Peach___Bacterial_spot:::8.0,Peach___Bacterial_spot:::15.0,False
5,False,test--validation,Peach___healthy,val\Peach___healthy\15fa9ad3-5775-47e7-a8eb-4218000625c9___Rutg._HL 3605.JPG,train\Peach___healthy\02e47796-808b-449e-bbba-f6e0262fa589___Rutg._HL 3714.JPG,Peach___healthy:::35.0,Peach___healthy:::52.0,False
5,False,test--validation,Soybean___healthy,train\Soybean___healthy\ebb1f20c-f605-4abc-a703-4faf0670b011___RS_HL 6720.JPG,train\Soybean___healthy\c5a3b010-1df1-4950-938e-8fe62eaf9767___RS_HL 6689.JPG,Soybean___healthy:::441.0,Soybean___healthy:::437.0,False
5,False,test--validation,Tomato___Late_blight,train\Tomato___Late_blight\04540250-4926-47a6-9240-e047a04befc5___GHLB2 Leaf 9019.JPG,train\Tomato___Late_blight\fd26b445-5839-4337-858c-a91dfdd812cc___GHLB2 Leaf 8743.JPG,,,True
5,False,train--validation,Apple___healthy,train\Apple___healthy\f797f26c-c6c4-42b7-af20-69e9c7d8bb35___RS_HL 7737.JPG,train\Apple___healthy\f52ac76d-ad63-4561-911a-4b5245d4e91a___RS_HL 6133.JPG,Apple___healthy:::195.0,Apple___healthy:::82.0,False
5,False,train--validation,Corn_(maize)___Common_rust_,train\Corn_(maize)___Common_rust_\RS_Rust 1855.JPG,val\Corn_(maize)___Common_rust_\RS_Rust 2749.JPG,,,True
5,False,train--validation,Corn_(maize)___Common_rust_,train\Corn_(maize)___Common_rust_\RS_Rust 2501.JPG,train\Corn_(maize)___Common_rust_\RS_Rust 2439.JPG,,,True
5,False,train--validation,Corn_(maize)___Common_rust_,train\Corn_(maize)___Common_rust_\RS_Rust 2759.JPG,train\Corn_(maize)___Common_rust_\RS_Rust 1594.JPG,,,True
5,False,train--validation,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\97119aac-1404-4dc7-9f2f-fd1fb1622fbf___FAM_L.Blight 1500.JPG,val\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\8e6b80f3-8faa-4703-8d62-73669c62f19b___FAM_L.Blight 1484.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::47.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::43.0,False
5,False,train--validation,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\98b2e250-b92d-4b45-a7d6-9a5f54570f31___FAM_L.Blight 1525.JPG,train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\effe2ed2-5133-4d25-ae1e-7ad8cc37d4f1___FAM_L.Blight 1482.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::53.0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot):::43.0,False
5,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\1acd61a0-cded-4377-aaf1-eb4bbdf4b66f___CREC_HLB 6855.JPG,train\Orange___Haunglongbing_(Citrus_greening)\d6a39e36-a586-435f-874d-6802e2289c50___CREC_HLB 6928.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_575.0,Orange___Haunglongbing_(Citrus_greening):::OCT_593.0,False
5,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\7ff17bb9-66bc-4bbe-b599-63eb4bcc8982___CREC_HLB 5355.JPG,train\Orange___Haunglongbing_(Citrus_greening)\fdcf6e05-d8af-4762-b869-cc54b59aa0d8___CREC_HLB 6697.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_371.0,Orange___Haunglongbing_(Citrus_greening):::OCT_535.0,False
5,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\8d7c884e-7f80-4bb9-94b5-2b0eac642a41___CREC_HLB 4443.JPG,val\Orange___Haunglongbing_(Citrus_greening)\92012192-1af1-45f9-92ec-797cae6768cc___CREC_HLB 4664.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_144.0,Orange___Haunglongbing_(Citrus_greening):::OCT_199.0,False
5,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\f0ade6d4-9a61-4f49-8b6f-b97bfa8d3005___CREC_HLB 3999.JPG,train\Orange___Haunglongbing_(Citrus_greening)\e5e2cdea-35bb-4833-a48a-88bfdf0e9ab0___CREC_HLB 7571.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_34.0,Orange___Haunglongbing_(Citrus_greening):::OCT_752.0,False
5,False,train--validation,Peach___Bacterial_spot,train\Peach___Bacterial_spot\291f3f11-bfc6-4ad6-8c69-c2de933f6f7b___Rut._Bact.S 1460.JPG,train\Peach___Bacterial_spot\6efc9fea-0aac-45d8-b9c8-3f8707e41ad0___Rutg._Bact.S 2214.JPG,Peach___Bacterial_spot:::120.0,Peach___Bacterial_spot:::312.0,False
5,False,train--validation,Peach___Bacterial_spot,train\Peach___Bacterial_spot\cb890a0b-cc6a-47fe-879b-22b81f756d2b___Rut._Bact.S 1287.JPG,train\Peach___Bacterial_spot\49b26419-a2c2-422b-a468-79c74746707b___Rut._Bact.S 0921.JPG,Peach___Bacterial_spot:::92.0,Peach___Bacterial_spot:::31.0,False
5,False,train--validation,"Pepper,_bell___Bacterial_spot","val\Pepper,_bell___Bacterial_spot\3294ec88-cc8d-4e3a-af08-f2f9d7f4a73b___JR_B.Spot 3196.JPG","train\Pepper,_bell___Bacterial_spot\b8c7fc71-e9f0-4246-9a64-f535eba91fa4___JR_B.Spot 3302.JPG","Pepper,_bell___Bacterial_spot:::JR_8.0","Pepper,_bell___Bacterial_spot:::JR_18.0",False
5,False,train--validation,"Pepper,_bell___healthy","train\Pepper,_bell___healthy\10b46a95-02c6-4a1c-98e5-904b3e3e7e0d___JR_HL 7679.JPG","train\Pepper,_bell___healthy\883f2bb3-25d0-4c28-bcf0-f092fdcd4a0d___JR_HL 7685.JPG","Pepper,_bell___healthy:::43.0","Pepper,_bell___healthy:::44.0",False
5,False,train--validation,Soybean___healthy,train\Soybean___healthy\51803b98-fc3c-4489-bd51-37975915bbb5___RS_HL 4408.JPG,train\Soybean___healthy\51937dcc-7647-4226-a7aa-a4121cf514d6___RS_HL 7399.JPG,Soybean___healthy:::191.0,Soybean___healthy:::496.0,False
5,False,train--validation,Soybean___healthy,train\Soybean___healthy\5c3bc918-fdf2-4f25-8044-852c9991b40f___RS_HL 5685 1.JPG,train\Soybean___healthy\308b75e8-49e7-4168-9796-9c49875cc403___RS_HL 6214.JPG,Soybean___healthy:::345.0,Soybean___healthy:::395.0,False
5,False,train--validation,Soybean___healthy,train\Soybean___healthy\69e7c833-37a8-4813-bd84-523f7d0fd9dd___RS_HL 3645.JPG,train\Soybean___healthy\34a2004e-00b9-45f6-b80f-e308862537f1___RS_HL 4644.JPG,Soybean___healthy:::100.0,Soybean___healthy:::217.0,False
5,False,train--validation,Soybean___healthy,train\Soybean___healthy\7fe99f3e-79cd-417c-8e66-7e5aad5f420e___RS_HL 6268.JPG,train\Soybean___healthy\0e53b7ea-a396-4f3f-bdba-8907985d832d___RS_HL 5703 1.JPG,Soybean___healthy:::399.0,Soybean___healthy:::348.0,False
5,False,train--validation,Soybean___healthy,train\Soybean___healthy\df60e2b2-bb4c-402b-b058-38d829cd19ee___RS_HL 3545.JPG,train\Soybean___healthy\6bdffb57-e4c9-49c0-9072-3177c70dde25___RS_HL 3941.JPG,Soybean___healthy:::92.0,Soybean___healthy:::133.0,False
5,False,train--validation,Soybean___healthy,val\Soybean___healthy\d49c4697-8288-471d-ab62-2eb52b82863a___RS_HL 6146.JPG,train\Soybean___healthy\c5a3b010-1df1-4950-938e-8fe62eaf9767___RS_HL 6689.JPG,Soybean___healthy:::390.0,Soybean___healthy:::437.0,False
5,False,train--validation,Soybean___healthy,val\Soybean___healthy\f7420dcd-b038-4427-a3dc-76619ad1ce3c___RS_HL 3390.JPG,train\Soybean___healthy\c072aed5-b91b-4d4d-a7b4-9ae81591ef08___RS_HL 4493.JPG,Soybean___healthy:::76.0,Soybean___healthy:::200.0,False
5,False,train--validation,Tomato___Bacterial_spot,train\Tomato___Bacterial_spot\166a69a7-cae0-4e6e-ac75-bc207a5335f4___GCREC_Bact.Sp 5705.JPG,val\Tomato___Bacterial_spot\3256b07a-4561-45b8-b3d5-9422c0241c00___GCREC_Bact.Sp 3054.JPG,Tomato___Bacterial_spot:::269.0,Tomato___Bacterial_spot:::28.0,False
5,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\86089870-b24b-4509-abc3-f6c50fd07e49___UF.GRC_YLCV_Lab 01677.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a6d9fce3-02d6-464c-bf8e-795b78dcc7e7___UF.GRC_YLCV_Lab 01667.JPG,,,True
5,False,train--validation,Tomato___Tomato_Yellow_Leaf_Curl_Virus,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f591877b-3f56-491c-b522-8a192a92e78e___UF.GRC_YLCV_Lab 02503.JPG,train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\fa16f530-1e23-4a86-acb1-1ff53dd49e37___UF.GRC_YLCV_Lab 02499.JPG,,,True
6,False,test--train,Blueberry___healthy,train\Blueberry___healthy\45249be0-22cd-4358-bea9-41f36735f3dd___RS_HL 2387.JPG,train\Blueberry___healthy\522e604b-e43f-4b09-8a08-84f67175b6ac___RS_HL 2532.JPG,Blueberry___healthy:::78.0,Blueberry___healthy:::94.0,False
6,False,test--train,Blueberry___healthy,train\Blueberry___healthy\5cce3429-f31d-4f51-a71a-c155769ac53c___RS_HL 5278.JPG,train\Blueberry___healthy\a0fef3ff-ee9a-4e33-a5e2-7c09e93a727d___RS_HL 4948.JPG,Blueberry___healthy:::144.0,Blueberry___healthy:::119.0,False
6,False,test--train,Blueberry___healthy,train\Blueberry___healthy\7f54d169-a76d-4977-8331-2a9793c1662b___RS_HL 0503.JPG,train\Blueberry___healthy\132f87df-7c5f-46c9-9ede-864ec865fd6d___RS_HL 2528.JPG,Blueberry___healthy:::25.0,Blueberry___healthy:::94.0,False
6,False,test--train,Blueberry___healthy,train\Blueberry___healthy\8d3146d7-3808-4124-957c-a82e5bf0cf62___RS_HL 0490.JPG,train\Blueberry___healthy\fde9f795-d7d7-4e8a-8b2b-33b02aea220b___RS_HL 0453.JPG,Blueberry___healthy:::24.0,Blueberry___healthy:::19.0,False
6,False,test--train,Blueberry___healthy,train\Blueberry___healthy\a6168276-7998-41a4-b839-28ea3dda4505___RS_HL 2350.JPG,train\Blueberry___healthy\e64efdd0-97e8-486c-923f-04b140f7e168___RS_HL 2497.JPG,Blueberry___healthy:::74.0,Blueberry___healthy:::90.0,False
6,False,test--train,Blueberry___healthy,train\Blueberry___healthy\b4e9643f-c810-40d5-8005-6f4a137b65ca___RS_HL 5509.JPG,train\Blueberry___healthy\102e8eb8-0170-454b-bbcf-75b0e0871296___RS_HL 5148.JPG,Blueberry___healthy:::159.0,Blueberry___healthy:::136.0,False
6,False,test--train,Blueberry___healthy,train\Blueberry___healthy\bf71f73c-77ad-4795-9126-3c02b6f76752___RS_HL 2685.JPG,train\Blueberry___healthy\772177a1-1944-4360-a639-766c30840fd8___RS_HL 2677.JPG,Blueberry___healthy:::112.0,Blueberry___healthy:::111.0,False
6,False,test--train,Cherry_(including_sour)___healthy,train\Cherry_(including_sour)___healthy\0ce4ee15-d59b-4212-ab2a-8b6a07f3634f___JR_HL 9707.JPG,train\Cherry_(including_sour)___healthy\2e448d58-33df-45bd-bb11-8cc091f21f06___JR_HL 9537.JPG,Cherry_(including_sour)___healthy:::77.0,Cherry_(including_sour)___healthy:::55.0,False
6,False,test--train,Cherry_(including_sour)___healthy,train\Cherry_(including_sour)___healthy\0ce4ee15-d59b-4212-ab2a-8b6a07f3634f___JR_HL 9707.JPG,train\Cherry_(including_sour)___healthy\ac32e22a-5841-4531-8d5a-84f8c5288f4a___JR_HL 9845.JPG,Cherry_(including_sour)___healthy:::77.0,Cherry_(including_sour)___healthy:::97.0,False
6,False,test--train,Cherry_(including_sour)___healthy,train\Cherry_(including_sour)___healthy\1d153987-66bc-45bd-aa65-78dfbd5a6a53___JR_HL 9626.JPG,train\Cherry_(including_sour)___healthy\90546341-6ac6-434c-8cb4-ec2e1a0e515e___JR_HL 9448.JPG,Cherry_(including_sour)___healthy:::68.0,Cherry_(including_sour)___healthy:::43.0,False
6,False,test--train,Cherry_(including_sour)___healthy,train\Cherry_(including_sour)___healthy\39d6a038-a6f1-4bff-934c-dabb4496e691___JR_HL 4008.JPG,train\Cherry_(including_sour)___healthy\bfed28c4-5ef8-4a35-b826-612875cc6b86___JR_HL 4099.JPG,Cherry_(including_sour)___healthy:::8.0,Cherry_(including_sour)___healthy:::17.0,False
6,False,test--train,Cherry_(including_sour)___healthy,train\Cherry_(including_sour)___healthy\83b7e714-c245-47ae-819d-9ab8dc1b170f___JR_HL 9477.JPG,val\Cherry_(including_sour)___healthy\76b825a4-aae0-4a88-b7b1-f65e66befffe___JR_HL 9719.JPG,Cherry_(including_sour)___healthy:::47.0,Cherry_(including_sour)___healthy:::79.0,False
6,False,test--train,Cherry_(including_sour)___healthy,train\Cherry_(including_sour)___healthy\a5f27f47-9b56-4c1c-941a-12e2525496cb___JR_HL 9771.JPG,val\Cherry_(including_sour)___healthy\04585023-ef52-4b9d-9763-50318773c5d7___JR_HL 9791.JPG,Cherry_(including_sour)___healthy:::86.0,Cherry_(including_sour)___healthy:::89.0,False
6,False,test--train,Cherry_(including_sour)___healthy,train\Cherry_(including_sour)___healthy\e4f9ab10-b650-42bb-abcb-e5577ffcc1fe___JR_HL 9629.JPG,val\Cherry_(including_sour)___healthy\9d22266e-c5f3-4e5f-9c18-93ad8cf76f1c___JR_HL 9588.JPG,Cherry_(including_sour)___healthy:::68.0,Cherry_(including_sour)___healthy:::62.0,False
6,False,test--train,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,val\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\e10b0d3a-440b-46cd-a7f4-351196dcd1df___RS_GLSp 4323.JPG,train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\3dc975e5-3570-4dbd-b163-a6f2947fc35f___RS_GLSp 4376.JPG,,,True
6,False,test--train,Corn_(maize)___Common_rust_,train\Corn_(maize)___Common_rust_\RS_Rust 2465.JPG,train\Corn_(maize)___Common_rust_\RS_Rust 2658.JPG,,,True
6,False,test--train,Corn_(maize)___Common_rust_,train\Corn_(maize)___Common_rust_\RS_Rust 2532.JPG,val\Corn_(maize)___Common_rust_\RS_Rust 2689.JPG,,,True
6,False,test--train,Corn_(maize)___healthy,train\Corn_(maize)___healthy\31ed2f01-16d4-4b0f-8e51-d2b3bf960921___R.S_HL 7987 copy.jpg,val\Corn_(maize)___healthy\466155e6-ef86-4024-9c0a-de7ca09a1d07___R.S_HL 7986 copy.jpg,,,True
6,False,test--train,Corn_(maize)___healthy,train\Corn_(maize)___healthy\8254e846-2b6a-47bd-87a0-23a1b435eb20___R.S_HL 0599.JPG,train\Corn_(maize)___healthy\64150a14-e8fa-4301-a7ba-52ca7d592b4a___R.S_HL 0599 copy 3.jpg,,,True
6,False,test--train,Grape___Black_rot,train\Grape___Black_rot\b15f50bc-64db-428b-a65c-786befec714e___FAM_B.Rot 0369.JPG,train\Grape___Black_rot\48b865b5-e7c6-45f1-994a-b2b1adc2cff5___FAM_B.Rot 3379.JPG,Grape___Black_rot:::12.0,Grape___Black_rot:::207.0,False
6,False,test--train,Grape___Esca_(Black_Measles),train\Grape___Esca_(Black_Measles)\17c6b47a-d03e-4b80-9a35-0db97d82357d___FAM_B.Msls 4204.JPG,val\Grape___Esca_(Black_Measles)\2e14a527-e8b7-4c3f-935e-231ba12a5f99___FAM_B.Msls 4180.JPG,Grape___Esca_(Black_Measles):::274.0,Grape___Esca_(Black_Measles):::268.0,False
6,False,test--train,Grape___Esca_(Black_Measles),train\Grape___Esca_(Black_Measles)\da2ded91-338e-47db-a640-269590ea2b8b___FAM_B.Msls 1127.JPG,train\Grape___Esca_(Black_Measles)\b5ab4545-ec88-40d1-9616-483d50bb2f3d___FAM_B.Msls 0841.JPG,Grape___Esca_(Black_Measles):::77.0,Grape___Esca_(Black_Measles):::6.0,False
6,False,test--train,Grape___Esca_(Black_Measles),train\Grape___Esca_(Black_Measles)\efa70f4a-3f15-4ad0-b454-004af02d38a2___FAM_B.Msls 4252.JPG,train\Grape___Esca_(Black_Measles)\eb5f46e5-0ba9-4197-87cd-505907a56e08___FAM_B.Msls 1247.JPG,Grape___Esca_(Black_Measles):::286.0,Grape___Esca_(Black_Measles):::107.0,False
